CT,REG,COM,Nom,HApoly,Surfacesbois,Surfacescult,Alp,Airbat,Airind,P00BMTOT,P00BWTOT,Pop020,Pop2040,Pop4065,Pop65P,H00PTOT,H00P01,H00P02,H00P03,H00P04,POPTOT
2,2,989,Thorigen,453,165,235,0,25,3,480,485,225,297,304,139,420,143,139,53,85,965
22,1,5655,Yens,949,360,521,0,37,4,476,489,232,249,353,131,380,111,121,55,93,965
4,6,1218,Spiringen,6473,1139,552,1877,32,2,501,462,321,273,249,120,314,74,83,40,117,963
10,2,2186,Cottens (FR),497,84,359,0,31,0,489,474,233,263,311,156,335,74,105,65,91,963
20,5,4741,Lommis,863,228,542,0,42,4,497,465,296,280,301,85,354,98,97,50,109,962
22,1,5415,Yvorne,1219,491,588,0,25,6,483,479,212,274,330,146,402,126,132,60,84,962
19,3,4132,Birrwil,342,97,201,0,25,2,481,479,195,248,351,166,416,127,159,57,73,960
18,5,3746,Zernez,20385,7055,459,1188,31,5,500,459,230,245,335,149,391,126,119,59,87,959
5,6,1366,Morschach,2081,752,367,721,30,0,521,437,274,331,247,106,293,75,97,41,80,958
11,2,2480,Seewen,1630,885,627,37,47,3,481,477,243,261,311,143,383,106,131,50,96,958
3,6,1091,Mauensee,716,123,491,0,22,4,464,494,303,304,269,82,325,69,88,51,117,958
20,5,4811,Herdern,1367,383,922,0,29,1,496,459,279,234,321,121,305,71,90,36,108,955
10,2,2303,St.Silvester,707,259,323,58,30,0,487,468,256,313,307,79,334,64,95,63,112,955
3,6,1021,Aesch (LU),462,90,315,0,34,3,494,456,282,264,299,105,359,96,117,48,98,950
1,4,241,Aesch bei Birmensdorf,524,174,303,0,30,0,481,469,199,279,365,107,395,96,156,59,84,950
13,3,2822,Augst,164,18,57,0,19,8,468,482,188,249,369,144,407,122,163,43,79,950
11,2,2405,Niederbuchsiten,548,195,319,0,22,2,469,478,233,299,273,142,359,91,123,61,84,947
11,2,2618,Himmelried,600,355,188,0,41,1,482,464,221,269,354,102,381,104,133,46,98,946
11,2,2461,Schnottwil,719,233,431,0,34,2,459,487,235,322,285,104,371,88,129,63,91,946
2,2,564,Kandergrund,3206,1181,361,738,26,4,576,369,191,308,323,123,302,85,94,47,76,945
11,2,2499,Stusslingen,618,226,334,0,33,0,476,469,265,229,347,104,348,67,122,49,110,945
17,5,3372,Hemberg,2017,643,1269,22,42,1,490,454,333,201,265,145,303,85,87,34,97,944
19,3,4224,Beinwil (Freiamt),1126,207,860,0,30,1,466,476,297,255,280,110,324,78,96,36,114,942
22,1,5731,Le Vaud,311,88,157,8,47,2,460,482,272,235,323,112,357,77,129,50,101,942
21,7,5286,Osogna,1899,1151,15,56,25,12,495,446,224,291,311,115,352,93,100,65,94,941
21,7,5199,Mezzovico-Vira,1021,669,37,76,23,29,466,472,186,279,311,162,367,104,119,59,85,938
10,2,2219,Posieux,671,228,336,0,31,9,499,437,268,316,281,71,317,62,94,65,96,936
2,2,784,Innertkirchen,12005,2326,279,1586,36,7,482,454,225,207,320,184,383,115,128,52,88,936
23,1,6249,Venthone,253,58,129,0,29,0,460,475,224,231,326,154,376,121,113,55,87,935
25,1,6614,Choulex,388,36,292,0,46,0,436,499,237,201,325,172,357,108,109,57,83,935
10,2,2145,Le Paquier (FR),451,76,233,91,31,5,453,480,277,276,259,121,320,82,77,54,107,933
11,2,2615,Erschwil,744,437,259,6,19,1,471,460,246,223,286,176,341,52,131,51,107,931
23,1,6213,Evionnaz,4799,911,99,486,24,16,454,476,263,252,273,142,362,113,94,56,99,930
13,3,2888,Langenbruck,1569,721,505,286,29,0,455,474,244,248,325,112,362,122,108,51,81,929
19,3,4164,Gansingen,876,328,483,0,32,0,475,452,262,224,321,120,326,66,106,45,109,927
2,2,945,Unterlangenegg,681,124,489,0,38,1,461,466,247,248,301,131,337,84,102,51,100,927
20,5,4601,Neunforn,1135,278,748,0,37,1,458,468,258,209,333,126,343,72,117,54,100,926
2,2,302,Bargen (BE),787,148,553,0,26,6,474,444,269,191,304,154,342,86,109,43,104,918
10,2,2111,Villaz-Saint-Pierre,559,135,350,0,30,4,470,447,267,271,266,113,357,114,90,60,93,917
22,1,5514,Bottens,679,131,502,0,27,0,466,451,230,279,300,108,353,97,100,62,94,917
17,5,3371,Brunnadern,666,274,350,0,21,2,447,470,296,233,242,146,307,86,86,33,102,917
18,5,3832,Grono,1481,889,59,18,26,13,449,467,173,237,331,175,371,124,105,76,66,916
21,7,5111,Intragna,2405,2078,60,111,49,0,416,499,173,214,309,219,395,148,114,65,68,915
23,1,6134,Iserables,1524,770,71,266,22,0,458,456,200,223,325,166,371,114,110,60,87,914
24,2,6456,Lignieres,1251,400,683,85,33,3,452,462,245,295,283,91,340,85,109,49,97,914
23,1,6241,Miege,253,91,117,0,19,0,448,465,233,257,290,133,359,102,115,44,98,913
18,5,3790,Silvaplana,4475,630,116,761,45,1,445,468,152,315,347,99,428,186,141,49,52,913
25,1,6611,Chancy,535,179,286,0,31,2,444,469,268,285,308,52,343,77,109,63,94,913
24,2,6479,Fontaines (NE),1014,292,353,289,23,3,459,453,268,241,314,89,331,76,88,62,105,912
2,2,866,Gerzensee,779,159,535,0,41,1,469,442,214,247,309,141,370,101,147,38,84,911
2,2,841,Gsteig,6246,2165,530,1829,41,4,454,457,217,267,266,161,389,140,108,52,89,911
2,2,906,Schangnau,3648,1291,975,954,42,3,471,439,248,249,250,163,312,80,88,44,100,910
13,3,2844,Buus,886,251,560,0,28,0,468,441,240,247,306,116,341,75,122,42,102,909
2,2,767,Reutigen,1128,508,401,121,20,3,447,462,249,229,305,126,370,112,121,44,93,909
22,1,5482,Eclepens,581,155,315,0,27,24,461,443,232,260,297,115,360,94,121,57,88,904
10,2,2250,Courgevaux,336,80,211,0,17,7,459,444,237,266,292,108,348,93,98,67,90,903
24,2,6484,Savagnier,853,377,430,0,27,4,459,444,263,267,293,80,338,80,108,50,100,903
19,3,4142,Schlossrued,723,241,437,0,28,2,449,454,260,244,273,126,321,68,112,42,99,903
2,2,448,Villeret,1623,838,291,423,26,2,452,449,207,226,315,153,379,124,126,50,79,901
22,1,5715,Duillier,419,32,322,0,29,3,447,454,240,256,320,85,371,111,122,47,91,901
22,1,5843,Rougemont,4855,1533,438,1889,61,1,432,469,168,213,302,218,409,153,139,52,65,901
2,2,344,Ursenbach,914,283,582,0,24,4,437,463,234,231,241,194,340,87,116,50,87,900
13,3,2863,Tenniken,466,187,228,0,22,2,436,464,263,219,341,77,337,83,101,52,101,900
2,2,539,Grafenried,471,166,260,0,25,1,442,457,227,262,288,122,350,91,122,44,93,899
2,2,393,Ruti bei Buren,651,250,316,0,25,5,449,449,227,214,301,156,356,84,139,46,87,898
2,2,585,Leissigen,1036,504,143,199,22,3,410,488,188,212,283,215,380,140,139,33,68,898
17,5,3219,Untereggen,710,304,354,0,25,1,464,433,302,244,260,91,314,68,89,59,98,897
23,1,6087,Saint-Martin (VS),3702,1584,286,935,37,3,442,455,198,210,281,208,342,83,116,51,92,897
5,6,1374,Steinerberg,690,220,340,94,15,2,460,436,267,265,228,136,267,52,60,50,105,896
19,3,4198,Hendschiken,351,85,206,0,25,4,443,453,237,283,269,107,391,137,124,45,85,896
22,1,5413,Roche (VD),645,200,330,0,34,14,437,457,189,229,329,147,369,115,122,51,81,894
22,1,5527,Morrens (VD),368,73,246,0,36,1,434,454,206,240,332,110,345,82,117,59,87,888
21,7,5133,Verscio,300,196,25,14,22,0,440,447,190,220,349,128,375,105,120,75,75,887
2,2,725,Preles,697,191,440,0,38,1,463,423,264,186,286,150,331,81,128,43,79,886
1,4,182,Wildberg,1087,421,578,0,30,1,439,447,234,241,313,98,330,64,126,45,95,886
2,2,887,Zimmerwald,894,96,733,0,38,1,454,431,195,213,311,166,357,86,145,52,74,885
11,2,2582,Rickenbach (SO),276,146,88,0,25,11,446,439,199,250,320,116,365,91,144,52,78,885
21,7,5073,Giornico,1948,1186,70,2,31,34,440,445,162,243,310,170,380,129,103,67,81,885
18,5,3603,Vals,15273,1206,266,4943,30,3,429,456,187,202,288,208,375,109,146,56,64,885
13,3,2853,Maisprach,506,196,258,0,26,0,426,459,243,239,305,98,339,82,119,47,91,885
3,6,1122,Altburon,677,201,411,0,26,3,471,412,261,281,234,107,301,53,98,42,108,883
23,1,6264,Salins,414,206,114,21,40,3,428,455,217,221,302,143,339,72,135,49,83,883
18,5,3539,Savognin,2224,805,186,540,41,1,429,453,166,212,346,158,399,165,123,53,58,882
2,2,566,Krattigen,603,275,147,101,31,1,418,464,186,170,302,224,354,115,131,43,65,882
15,5,3036,Wald (AR),682,195,451,0,26,0,452,429,273,208,269,131,327,100,85,39,103,881
18,5,3640,Sils im Domleschg,932,639,80,59,21,11,451,429,218,240,275,147,367,113,115,62,77,880
2,2,984,Oberonz,297,113,145,0,18,1,439,441,209,224,316,131,359,94,132,55,78,880
2,2,761,Darstetten,3279,1252,498,1089,41,4,439,440,275,205,260,139,326,106,89,42,89,879
22,1,5512,Bercher,426,112,253,0,30,4,434,444,243,233,283,119,342,96,107,49,90,878
10,2,2155,Vaulruz,1016,264,586,72,29,2,445,430,240,297,244,94,322,87,94,43,98,875
10,2,2011,Cugy (FR),655,122,477,0,33,3,418,457,217,254,292,112,338,95,105,52,86,875
5,6,1365,Lauerz,923,330,323,90,24,0,450,424,266,255,261,92,301,70,88,38,105,874
11,2,2611,Barschwil,1123,597,451,20,26,1,450,422,226,221,292,133,338,88,113,38,99,872
14,5,2901,Gachlingen,715,128,545,0,23,2,423,449,221,194,304,153,306,82,104,39,81,872
22,1,5744,Ballaigues,904,448,317,59,33,3,434,437,199,203,319,150,343,90,134,44,75,871
11,2,2472,Buren (SO),623,288,295,0,22,0,439,431,248,235,278,109,328,70,109,56,93,870
14,5,2919,Stetten (SH),469,212,215,0,24,0,430,438,244,191,326,107,313,54,118,35,106,868
21,7,5121,Orselina,195,145,2,1,33,0,354,512,135,154,299,278,399,199,118,37,45,866
1,4,6,Kappel am Albis,792,167,553,0,26,0,445,420,243,223,303,96,329,87,100,54,88,865
19,3,4229,Bunzen,580,168,362,0,21,0,443,422,246,236,282,101,318,75,100,37,106,865
2,2,753,Twann,910,545,266,0,27,1,426,439,194,203,334,134,361,125,117,45,74,865
18,5,3763,Sent,11161,2698,523,2973,18,1,424,441,220,221,288,136,367,119,124,49,75,865
22,1,5706,Borex,201,3,157,0,27,0,418,447,242,205,354,64,312,67,97,52,96,865
21,7,5178,Croglio,438,309,58,0,31,3,396,469,153,237,297,178,372,144,101,70,57,865
19,3,4183,Zeihen,689,269,365,0,23,2,427,436,268,267,235,93,301,63,94,37,107,863
2,2,385,Diessbach bei Buren,630,206,382,0,22,3,416,446,237,212,288,125,328,90,111,43,84,862
1,4,134,Hutten,728,265,384,0,19,0,442,418,254,228,261,117,324,82,117,33,92,860
1,4,214,Dagerlen,794,201,532,0,27,2,446,413,260,234,275,90,299,55,101,45,98,859
22,1,5486,L'Isle,1625,755,675,115,38,6,411,447,201,231,289,137,359,118,116,44,81,858
20,5,4801,Berlingen,356,207,107,0,24,0,386,468,158,148,304,244,344,135,120,35,54,854
22,1,5891,Veytaux,672,490,3,92,19,0,428,423,150,249,285,167,423,192,132,45,54,851
13,3,2862,Tecknau,235,142,62,0,17,1,435,415,247,268,263,72,321,73,113,42,93,850
20,5,4426,Kesswil,447,132,251,0,33,1,435,415,224,217,278,131,345,106,123,33,83,850
21,7,5317,Maggia,2385,1429,52,75,27,3,398,452,195,203,259,193,314,103,83,52,76,850
24,2,6507,Motiers (NE),642,322,168,92,27,2,413,436,251,197,274,127,353,117,110,37,89,849
3,6,1055,Gisikon,109,22,55,0,15,3,447,400,228,291,279,49,323,74,108,53,88,847
22,1,5705,Bogis-Bossey,244,65,142,0,22,0,417,430,281,189,342,35,264,50,74,40,100,847
17,5,3211,Berg (SG),374,75,254,0,26,1,427,419,250,199,308,89,313,66,115,39,93,846
1,4,42,Unterstammheim,730,265,385,0,33,2,428,417,257,198,273,117,308,78,99,37,94,845
21,7,5043,Olivone,7609,2641,123,2107,70,6,416,429,163,231,256,195,364,133,115,53,63,845
22,1,5456,Cudrefin,1325,254,889,0,48,1,431,413,184,217,306,137,368,117,128,56,67,844
20,5,4590,Huttlingen,1161,470,593,0,28,2,427,412,255,232,275,77,309,77,91,44,97,839
2,2,441,Renan (BE),1264,427,541,223,36,0,437,399,183,220,279,154,326,107,117,40,62,836
10,2,2153,Sorens,872,230,495,85,32,1,428,408,212,232,233,159,310,84,96,50,80,836
2,2,357,Oberbalm,1242,262,922,0,34,0,444,391,196,240,267,132,336,102,112,43,79,835
22,1,5703,Bassins,2080,1266,261,471,44,0,423,409,235,240,270,87,330,99,114,36,81,832
22,1,5716,Eysins,238,18,173,0,27,9,429,402,196,253,307,75,339,111,103,52,73,831
23,1,6295,Tasch,5872,547,108,581,19,0,419,412,217,281,246,87,310,83,80,64,83,831
18,5,3882,Kublis,814,345,150,208,24,2,399,431,235,228,233,134,341,124,91,50,76,830
22,1,5494,Pampigny,1108,411,643,0,24,2,406,422,277,228,240,83,301,70,85,41,105,828
21,7,5252,Genestrerio,149,32,78,0,13,10,400,427,146,283,278,120,360,121,90,82,67,827
22,1,5720,Givrins,397,175,170,0,38,0,416,407,219,199,306,99,304,60,104,49,91,823
2,2,872,Kirchdorf (BE),613,108,429,0,21,0,394,425,227,227,251,114,316,85,104,42,85,819
11,2,2477,Metzerlen,849,392,400,0,38,1,412,405,186,181,314,136,317,81,121,48,67,817
18,5,3638,Scharans,1429,886,160,212,19,0,389,428,242,227,226,122,292,86,101,33,72,817
25,1,6625,Hermance,144,22,85,0,31,0,424,392,220,174,298,124,312,95,89,53,75,816
19,3,4167,Hornussen,729,295,358,0,25,2,399,417,215,253,246,102,315,72,116,49,78,816
26,2,6702,Boecourt,1234,516,397,197,38,2,412,402,221,194,282,117,308,66,110,44,88,814
22,1,5501,Sullens,385,49,281,0,28,1,407,406,209,196,307,101,309,60,114,50,85,813
2,2,495,Gampelen,1078,279,649,0,32,3,448,364,181,222,286,123,281,71,111,26,73,812
3,6,1131,Grossdietwil,1019,225,739,0,27,1,425,383,267,226,217,98,262,59,73,30,100,808
18,5,3941,Haldenstein,1856,999,98,377,16,1,397,411,212,259,250,87,336,108,100,45,83,808
19,3,4307,Full-Reuenthal,481,109,264,0,15,21,413,393,236,190,265,115,299,61,110,37,91,806
10,2,2221,Prez-vers-Noreaz,568,108,418,0,27,0,400,406,241,242,232,91,294,59,95,46,94,806
19,3,4238,Rottenschwil,450,106,250,0,14,2,392,414,265,233,260,48,304,78,93,39,94,806
19,3,4199,Holderbank (AG),230,83,52,0,25,13,431,373,165,236,294,109,320,96,111,49,64,804
2,2,766,Oberwil im Simmental,4609,1524,706,1675,45,0,411,392,185,189,263,166,306,74,101,50,81,803
10,2,2184,Corpataux-Magnedens,437,104,254,0,28,3,417,385,215,278,235,74,287,52,85,67,83,802
11,2,2523,Horriwil,263,70,155,0,24,1,402,400,216,200,264,122,295,65,104,38,88,802
2,2,620,Oberthal,1054,330,673,0,31,2,429,371,208,231,243,118,302,91,89,42,80,800
22,1,5521,Etagnieres,380,57,295,0,18,5,416,384,199,248,282,71,307,94,91,45,77,800
23,1,6261,Arbaz,1929,498,138,278,51,0,399,401,198,193,256,153,322,85,113,48,76,800
19,3,4273,Bottenwil,511,215,250,0,31,2,393,406,216,221,266,96,307,74,102,48,83,799
19,3,4175,Oeschgen,438,82,296,0,24,1,443,355,220,228,260,90,305,84,88,46,87,798
19,3,4277,Moosleerau,382,106,238,0,18,2,405,393,232,218,253,95,303,80,96,44,83,798
13,3,2826,Giebenach,132,23,77,0,17,0,403,395,183,254,296,65,314,57,137,43,77,798
21,7,5314,Gordevio,1924,1173,34,273,21,1,347,451,175,194,261,168,272,59,85,50,78,798
26,2,6782,Cornol,1043,355,534,76,27,4,408,389,193,228,243,133,332,93,123,51,65,797
22,1,5873,Le Lieu,3255,1954,360,764,26,2,387,408,190,172,254,179,349,125,123,37,64,795
2,2,842,Lauenen,5872,1439,532,1736,40,2,390,404,206,214,231,143,286,77,83,46,80,794
23,1,6035,Sembrancher,1763,1114,210,99,18,5,407,385,228,203,218,143,299,98,75,38,88,792
11,2,2520,Halten,183,39,117,0,22,0,403,388,200,210,296,85,306,59,121,52,74,791
2,2,869,Kaufdorf,206,30,141,0,14,4,394,396,195,184,311,100,323,93,110,35,85,790
3,6,1145,Ufhusen,1224,253,901,0,21,1,409,380,233,243,210,103,267,67,67,37,96,789
2,2,754,Walperswil,694,64,537,0,30,1,394,394,188,186,288,126,323,80,120,46,77,788
3,6,1106,Winikon,757,223,485,0,34,2,390,398,253,217,246,72,265,53,79,34,99,788
14,5,2915,Dorflingen,582,155,371,0,26,0,400,385,205,209,286,85,297,59,105,47,86,785
19,3,4278,Muhlethal,146,55,63,0,18,1,374,411,192,207,304,82,299,56,120,44,79,785
19,3,4182,Wolflinswil,951,304,578,0,32,1,411,373,200,239,255,90,294,73,101,33,87,784
21,7,5202,Monteggio,336,164,91,0,45,3,388,396,152,214,265,153,352,118,117,60,57,784
11,2,2518,Etziken,338,109,189,0,27,2,381,402,194,206,261,122,310,81,99,49,81,783
1,4,61,Huntwangen,492,162,252,0,23,3,393,389,190,210,284,98,318,82,114,50,72,782
2,2,554,Wiler bei Utzenstorf,382,118,209,0,25,7,384,397,186,205,251,139,339,98,139,37,65,781
22,1,5406,Lavey-Morcles,1418,879,88,187,34,3,384,397,173,185,278,145,349,126,119,41,63,781
23,1,6010,Termen,1873,510,187,605,29,0,380,401,209,227,239,106,284,60,84,43,97,781
19,3,4107,Mulligen,315,107,124,0,20,1,391,389,208,240,285,47,301,63,118,40,80,780
22,1,5782,Carrouge (VD),542,111,380,0,27,2,378,402,212,228,219,121,313,87,104,48,74,780
18,5,3612,Obersaxen,6151,1438,660,2714,58,2,396,383,196,195,255,133,330,123,90,47,70,779
14,5,2933,Buchberg,588,199,306,0,25,0,398,379,195,198,284,100,305,73,108,48,76,777
23,1,6155,Saint-Gingolph,1438,826,34,124,30,0,377,396,174,208,226,165,311,122,98,43,48,773
3,6,1056,Greppen,332,131,143,25,26,1,389,381,230,227,250,63,293,82,88,38,85,770
22,1,5511,Assens,450,44,366,0,15,0,374,396,214,205,270,81,281,51,108,42,80,770
23,1,6242,Mollens (VS),3251,956,92,806,60,0,373,397,166,222,253,129,302,102,100,43,57,770
22,1,5714,Crassier,203,26,147,0,19,4,381,388,213,223,280,53,295,83,88,42,82,769
26,2,6804,Saint-Ursanne,1137,817,113,108,21,3,372,397,163,175,243,188,301,111,96,35,59,769
21,7,5213,Ponte Tresa,41,18,1,0,13,0,353,416,119,212,254,184,373,143,129,58,43,769
22,1,5857,Gilly,778,272,433,0,32,0,387,381,182,220,247,119,314,95,104,39,76,768
2,2,921,Amsoldingen,471,103,292,0,18,2,366,401,204,208,237,118,300,74,108,42,76,767
2,2,391,Oberwil bei Buren,672,243,377,0,28,2,395,371,161,236,259,110,318,84,118,47,69,766
24,2,6477,Fenin-Vilars-Saules,648,322,289,0,24,0,375,390,176,209,280,100,283,61,114,38,70,765
4,6,1219,Unterschachen,8033,757,343,2514,22,0,394,370,277,215,190,82,238,52,52,33,101,764
8,5,1605,Elm,9081,1669,503,2593,28,2,378,383,206,156,236,163,269,69,85,34,81,761
22,1,5497,Pompaples,445,82,318,0,14,1,314,447,159,252,194,156,248,76,68,54,50,761
10,2,2102,Ursy,225,37,155,0,20,6,378,381,230,225,207,97,271,72,74,35,90,759
23,1,6101,Agarn,765,254,90,34,20,3,375,383,209,226,236,87,284,73,83,48,80,758
21,7,5247,Capolago,178,134,1,0,12,0,370,388,151,241,238,128,299,94,91,66,48,758
11,2,2544,Feldbrunnen-St.Niklaus,251,114,97,0,19,0,361,395,140,173,278,165,340,109,134,40,57,756
21,7,5203,Morcote,280,228,5,3,36,0,345,409,103,202,262,187,344,150,100,55,39,754
19,3,4028,Freienwil,400,155,212,0,25,0,369,384,218,192,270,73,285,70,88,48,79,753
10,2,2247,Cordast,313,73,216,0,14,0,376,376,234,246,218,54,289,69,96,45,79,752
18,5,3789,Sils im Engadin/Segl,6357,647,313,1452,33,2,369,382,139,299,244,69,362,187,95,36,44,751
19,3,4119,Unterbozberg,613,234,326,0,25,1,380,369,174,182,272,121,299,73,122,33,71,749
25,1,6609,Cartigny,437,129,247,0,28,2,360,388,180,207,254,107,298,84,99,48,67,748
11,2,2474,Gempen,600,248,310,0,23,0,384,363,198,217,245,87,261,65,87,35,74,747
23,1,6173,Bitsch,402,203,69,24,20,2,378,369,226,250,198,73,268,54,88,39,87,747
19,3,4251,Hellikon,705,229,432,0,26,1,366,381,209,185,249,104,253,50,73,35,95,747
3,6,1025,Ermensee,568,201,336,0,14,3,364,382,248,194,235,69,249,59,62,30,98,746
18,5,3952,Jenins,1054,421,189,315,23,2,361,385,190,205,242,109,316,106,105,40,65,746
18,5,3843,Mustair,7774,1639,288,1588,16,5,360,385,187,173,242,143,299,104,82,44,69,745
19,3,4117,Thalheim (AG),992,438,493,0,27,2,368,376,219,166,262,97,285,76,83,36,90,744
10,2,2333,Remaufens,591,151,387,22,18,1,360,384,218,216,220,90,274,63,74,51,86,744
18,5,3752,Samnaun,5631,658,166,2424,18,2,374,369,192,242,229,80,285,89,74,52,70,743
22,1,5473,Boussens,315,43,254,0,15,1,370,373,245,234,231,33,259,41,86,43,89,743
1,4,218,Ellikon an der Thur,503,96,344,0,26,1,379,363,222,204,231,85,277,74,83,35,85,742
2,2,611,Kiesen,468,131,249,0,19,5,362,380,189,218,253,82,302,87,98,43,74,742
26,2,6785,Courtedoux,820,318,442,0,24,3,350,389,177,169,258,135,294,75,97,48,74,739
25,1,6601,Aire-la-Ville,284,72,129,0,22,1,365,371,223,190,268,55,261,64,72,42,83,736
21,7,5205,Muzzano,157,37,30,0,23,13,354,382,154,176,301,105,322,110,106,47,59,736
24,2,6511,Les Verrieres,2868,1460,645,678,34,4,389,346,199,195,209,132,294,117,85,31,61,735
2,2,502,Vinelz,457,168,243,0,37,0,360,375,163,179,273,120,311,89,125,35,62,735
2,2,326,Gondiswil,939,234,641,0,22,2,365,369,172,186,221,155,289,72,110,38,69,734
22,1,5732,Vich,156,40,76,0,23,5,365,369,212,211,261,50,277,78,76,42,81,734
18,5,3883,Saas,2672,701,137,1039,26,0,378,355,173,204,224,132,312,104,97,51,60,733
23,1,6131,Bovernier,1286,931,50,15,22,2,359,374,215,183,222,113,278,69,96,34,79,733
3,6,1007,Romoos,3732,2303,1144,146,30,0,381,351,259,166,185,122,218,45,54,28,91,732
20,5,4756,Schonholzerswilen,1094,236,771,0,36,0,377,354,244,205,184,98,246,60,67,27,92,731
22,1,5817,Grandcour,1018,141,816,0,35,0,360,370,174,208,245,103,296,90,85,50,71,730
3,6,1041,Schongau,1245,325,877,0,25,1,390,339,217,213,193,106,242,39,82,39,82,729
19,3,4264,Zuzgen,839,299,489,0,27,1,374,355,189,181,262,97,272,60,87,44,81,729
10,2,2257,Cressier (FR),417,77,306,0,13,5,357,372,197,244,209,79,298,85,97,52,64,729
1,4,24,Buch am Irchel,1028,392,571,0,25,1,361,367,224,175,252,77,254,49,92,28,85,728
19,3,4112,Rufenach,418,172,207,0,18,0,391,336,237,174,251,65,258,53,86,32,87,727
22,1,5746,Bavois,932,149,703,0,22,0,370,357,202,244,200,81,283,75,94,47,67,727
21,7,5077,Pollegio,589,395,78,6,18,5,393,330,149,207,249,118,284,84,90,41,69,723
2,2,324,Bleienbach,569,189,327,0,21,0,364,358,164,217,244,97,286,82,95,35,74,722
5,6,1363,Illgau,1089,340,330,348,17,0,366,355,242,241,166,72,244,71,46,32,95,721
19,3,4004,Densburen,1251,701,496,0,34,2,362,359,198,169,246,108,266,67,84,40,75,721
19,3,4197,Hallwil,220,30,152,0,23,5,359,362,173,236,232,80,311,99,111,41,60,721
10,2,2274,Muntelier,113,40,40,0,12,6,346,373,131,187,303,98,315,94,120,49,52,719
5,6,1368,Oberiberg,3294,1284,490,1158,33,0,371,347,150,189,260,119,281,89,86,39,67,718
24,2,6471,Boudevilliers,1257,410,621,148,20,0,353,365,190,212,197,119,252,64,82,48,58,718
15,5,3035,Reute (AR),499,260,199,0,22,0,367,349,186,171,220,139,277,93,84,33,67,716
21,7,5207,Novaggio,431,337,25,27,28,0,319,397,172,174,238,132,315,120,79,52,64,716
2,2,925,Fahrni,667,170,459,0,19,0,352,363,179,198,218,120,267,58,96,45,68,715
2,2,433,Cortebert,1478,702,354,376,17,1,356,358,180,200,236,98,291,87,97,41,66,714
1,4,12,Rifferswil,652,146,432,0,20,2,344,370,204,166,251,93,275,77,82,37,79,714
13,3,2883,Bretzwil,733,275,376,51,25,1,356,356,204,189,226,93,261,66,80,36,79,712
2,2,867,Gurzelen,454,55,368,0,21,2,358,353,172,211,209,119,288,82,97,36,73,711
21,7,5154,Bissone,181,148,0,0,22,0,344,367,112,202,253,144,348,148,105,52,43,711
10,2,2188,Ecuvillens,523,133,323,0,22,1,354,356,179,232,195,104,276,69,88,49,70,710
10,2,2231,Vuisternens-en-Ogoz,619,172,391,22,16,9,366,343,226,221,188,74,259,70,68,39,82,709
3,6,1027,Gelfingen,389,97,250,0,19,0,354,355,251,201,198,59,233,53,59,41,80,709
14,5,2953,Siblingen,941,453,415,0,33,2,355,352,171,162,263,111,281,69,114,39,59,707
17,5,3314,Rieden,1144,648,220,237,20,0,355,352,198,183,219,107,242,45,87,38,72,707
2,2,382,Buetigen,361,99,232,0,10,2,350,357,186,204,233,84,277,66,103,38,70,707
2,2,927,Heiligenschwendi,555,237,281,0,27,1,333,374,137,167,245,158,297,101,107,35,54,707
13,3,2860,Runenberg,498,184,276,0,26,0,354,351,167,197,253,88,275,60,94,47,74,705
2,2,742,Morigen,216,37,130,0,33,0,346,359,127,150,287,141,289,69,125,35,60,705
1,4,22,Benken (ZH),566,190,336,0,22,2,348,356,206,201,207,90,282,91,79,38,74,704
21,7,5101,Contone,233,61,120,0,21,5,343,360,147,246,224,86,307,91,108,54,54,703
19,3,4275,Kirchleerau,436,221,182,0,22,1,357,344,146,220,242,93,296,86,105,47,58,701
22,1,5637,Lavigny,401,20,335,0,23,3,342,359,201,208,221,71,231,63,63,40,65,701
21,7,5258,Morbio Superiore,275,192,23,26,28,0,337,363,142,205,254,99,270,63,81,55,71,700
21,7,5191,Lugaggia,347,260,21,27,21,1,353,344,152,213,230,102,286,75,101,47,63,697
22,1,5492,Montricher,2594,1489,694,301,34,2,345,351,169,188,259,80,290,98,90,37,65,696
10,2,2276,Ried bei Kerzers,619,31,513,0,26,2,358,337,170,221,217,87,263,59,71,59,74,695
10,2,2138,Jaun,5521,2106,294,2040,30,4,365,329,209,147,204,134,254,72,73,32,77,694
13,3,2858,Rothenfluh,1093,617,420,0,21,0,355,337,203,182,200,107,256,61,88,26,81,692
11,2,2496,Obererlinsbach,303,137,146,0,12,0,329,362,181,208,210,92,293,97,99,34,63,691
2,2,494,Gals,786,270,425,0,30,1,358,331,127,203,249,110,281,82,109,38,52,689
10,2,2010,Cheyres,513,183,234,0,32,0,326,362,156,180,227,125,295,101,99,33,62,688
19,3,4179,Ueken,510,202,269,0,22,0,350,337,180,242,209,56,266,57,90,53,66,687
13,3,2784,Dittingen,675,427,173,28,15,4,342,344,134,218,226,108,298,87,120,37,54,686
3,6,1096,Pfeffikon,248,126,96,0,17,2,335,351,168,163,201,154,289,95,97,38,59,686
1,4,44,Waltalingen,728,203,455,0,26,0,357,327,229,176,209,70,240,53,67,36,84,684
26,2,6778,Bure,1366,398,713,0,37,8,328,356,182,166,245,91,266,88,63,42,73,684
22,1,5554,Concise,1140,767,263,53,25,2,324,360,155,195,231,103,289,96,95,46,52,684
